quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,remoteness,support_class,support_type,support_type_group,atlas_service_type_filter,payments,local_support_share,payment_growth_rate,payments_per_funded_plan,payments_per_1000_population,national_support_share,remoteness_support_share,support_location_quotient,remoteness_support_location_quotient,national_benchmark,remoteness_benchmark,support_payment_gap_from_national_benchmark,support_payment_gap_from_remoteness_benchmark,support_share_gap_from_national,support_share_gap_from_remoteness,support_lq_gap_from_remoteness,projected_next_quarter_payments,projected_next_quarter_payment_change,support_undersupply_score,support_growth_score,support_payment_scale_score,support_payment_intensity_score,support_business_opportunity_score,support_advocacy_opportunity_score,service_type_opportunity_score,service_type_opportunity_rank,service_type_opportunity_segment,business_opportunity_score,advocacy_opportunity_score,underfunded_advocacy_score,underserviced_provider_score,funded_plans_per_1000_delta_from_national_mean,funded_plans_per_1000_delta_from_national_median,mean_plan_utilisation_delta_from_national_median,provider_saturation_delta_from_national_mean,provider_saturation_delta_from_national_median,active_provider_rate_delta_from_national_mean,active_provider_rate_delta_from_national_median,atlas_default_metric_value,atlas_default_metric_label,atlas_metric_interpretation,atlas_utilisation_median_band,payment_item_participant_count_sum_not_unique,suppressed_payment_item_rows,suppressed_participant_item_rows,source_item_rows,area_total_payments,funded_plan_count,population_count,reliability_flag
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,25421000.0,0.0210001701756443,,1316.3318144159073,49365.86199463638,0.0238274535475104,0.02403560952853795,0.8813434525754639,0.8737107395054986,0.0238274535475104,0.02403560952853795,3422466.1036110036,3674441.832828585,0.0028272833718661003,0.0030354393528936492,0.1262892604945014,25421000.0,0.0,0.7277777777777777,0.5005208333333333,0.659375,0.3020833333333333,0.5370347222222223,0.5163194444444444,0.5266770833333334,4.0,under-indexed support mix,0.49541666666666667,0.3687500000000001,0.40416666666666673,0.5645833333333333,13.382088013677933,11.697166452922215,0.040000000000000036,9.060507044352164,11.282540914764619,-26.09193344146719,-31.08543177274491,0.33194444444444443,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,18440.0,13.0,13.0,60.0,1210514000.0,19312.0,514951.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,25855000.0,0.0201685562418385,0.017072499114904938,1308.8488407411157,50208.66062984634,0.023092988216585,0.023292770458388515,0.8733627736991516,0.8658719355805579,0.023092988216585,0.023292770458388515,3748963.872298278,4005073.9180493243,0.0029244319747465004,0.003124214216550014,0.13412806441944214,26296409.464615867,441409.46461586654,0.740625,0.26875,0.6541666666666667,0.297008547008547,0.48312286324786324,0.39921875,0.4411708066239316,24.0,under-indexed support mix,0.45506410256410257,0.24583333333333332,0.25416666666666665,0.35624999999999996,13.674168583710802,11.767669581669324,0.050000000000000044,,,,,0.2770833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,19954.0,13.0,13.0,67.0,1281946000.0,19754.0,514951.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,25810000.0,0.0195763884938468,-0.0017404757300328866,1286.7042225434966,50121.27367458263,0.0224767691246811,0.02273090957169125,0.8709609635288075,0.8612232797858188,0.0224767691246811,0.02273090957169125,3823934.333207678,4158999.4520570375,0.002900380630834299,0.00315452107784445,0.1387767202141812,25765078.32140785,-44921.67859214917,0.7461805555555556,0.0703125,0.65,0.29583333333333334,0.44234027777777774,0.39765625,0.41999826388888883,38.0,under-indexed support mix,0.44937499999999997,0.2392361111111111,0.24583333333333332,0.359375,13.681770978449524,12.023642388836805,0.030000000000000027,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,19053.0,14.0,14.0,68.0,1318425000.0,20059.0,514951.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,25000000.0,0.0184601025495616,-0.03138318481208835,1210.2435009923997,48548.30847983595,0.0213960142892985,0.0216119824940079,0.8627823060856089,0.8541605359286135,0.0213960142892985,0.0216119824940079,3976023.0635968596,4268502.756125066,0.0029359117397368996,0.0031518799444462987,0.14583946407138648,24215420.379697792,-784579.6203022078,0.7475694444444446,0.09166666666666666,0.6416666666666667,0.2604166666666667,0.440013888888889,0.40095486111111117,0.4204843750000001,32.0,under-indexed support mix,0.45875000000000005,0.25,0.24375,0.3625,13.960942304153665,12.343889041246701,0.030000000000000027,,,,,0.2791666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,19025.0,13.0,13.0,68.0,1354272000.0,20657.0,514951.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,24846000.0,0.0178931123112188,-0.006160000000000054,1170.8213562037604,48249.250899600156,0.0210465176117903,0.02126148025299341,0.8501697355003301,0.8415741565641754,0.0210465176117903,0.02126148025299341,4378752.378862161,4677244.988221336,0.0031534053005714997,0.0033683679417746103,0.15842584343582455,24692948.639999997,-153051.36000000313,0.7649305555555556,0.09635416666666667,0.6364583333333333,0.24479166666666666,0.45363194444444443,0.4596354166666667,0.45663368055555553,18.0,under-indexed support mix,0.525625,0.3309027777777778,0.23958333333333334,0.503125,14.251982922910951,12.416897385231788,0.030000000000000027,,,,,0.4197916666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,18124.0,15.0,15.0,68.0,1388579000.0,21221.0,514951.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,24518000.0,0.0172699673872465,-0.01320132013201325,1134.4623357394041,47612.297092344714,0.0201553237435083,0.020369128870795575,0.8568439587981748,0.8478500723714049,0.0201553237435083,0.020369128870795575,4096311.565421298,4399848.56657977,0.0028853563562618,0.0030991614835490754,0.15214992762859514,24194330.0330033,-323669.9669966996,0.7565972222222223,0.115625,0.6229166666666667,0.22291666666666668,0.45086111111111116,0.45182291666666663,0.4513420138888889,12.0,under-indexed support mix,0.53625,0.3298611111111111,0.24583333333333332,0.475,14.561721425039817,12.51637665232084,0.030000000000000027,,,,,0.3916666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,17148.0,23.0,23.0,69.0,1419690000.0,21612.0,514951.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,24943000.0,0.0168005135192842,0.017334203442368912,1128.6425339366515,48437.61833650192,0.0196412646140858,0.01982831055610349,0.8553682183598124,0.8472992931872713,0.0196412646140858,0.01982831055610349,4217540.9981547855,4495240.06529294,0.002840751094801603,0.003027797036819293,0.15270070681272874,25375367.036463007,432367.03646300733,0.7565972222222221,0.43020833333333336,0.6,0.20520833333333333,0.5001111111111112,0.44262152777777775,0.47136631944444446,16.0,under-indexed support mix,0.5085416666666667,0.30868055555555557,0.24583333333333335,0.459375,15.138306386591221,13.015541178096662,0.030000000000000027,,,,,0.3802083333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,17118.0,28.0,28.0,72.0,1484657000.0,22100.0,514951.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Other Core,Other Core,Other Core,25137000.0,0.0164968439621826,0.007777733231768336,1119.9875245054357,48814.353210305446,0.0193316893734142,0.019511282862766436,0.8533575955792976,0.8455027830929397,0.0193316893734142,0.019511282862766436,4319584.355982397,4593239.217008907,0.0028348454112316,0.0030144389005838344,0.1544972169070603,25332508.88024696,195508.88024695963,0.7621527777777778,0.32395833333333335,0.5958333333333333,0.19895833333333332,0.4731388888888889,0.4037326388888889,0.4384357638888889,31.0,under-indexed support mix,0.48479166666666673,0.2559027777777778,0.24375,0.353125,15.331514774087587,13.378773911339831,0.040000000000000036,,,,,0.27395833333333336,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,16972.0,31.0,31.0,70.0,1523746000.0,22444.0,514951.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,273721000.0,0.2261196483477266,,14173.622618061308,531547.661816367,0.2339839074778359,0.24679733586323627,0.9663897435730522,0.916215920876195,0.2339839074778359,0.24679733586323627,9519795.776625037,25030630.225149572,0.007864259130109297,0.020677687515509663,0.08378407912380503,273721000.0,0.0,0.8475694444444445,0.5005208333333333,0.9833333333333333,0.9,0.7453680555555555,0.5462673611111112,0.6458177083333334,12.0,under-indexed support mix,0.49541666666666667,0.3687500000000001,0.40416666666666673,0.5645833333333333,13.382088013677933,11.697166452922215,0.040000000000000036,9.060507044352164,11.282540914764619,-26.09193344146719,-31.08543177274491,0.33194444444444443,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,35343.0,22.0,22.0,74.0,1210514000.0,19312.0,514951.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,285072000.0,0.2223744213874843,0.041469233270373884,14431.10256150653,553590.5357985517,0.2319335872760118,0.2441343913968243,0.9587849004501809,0.9108688870714221,0.2319335872760118,0.2441343913968243,12254334.474134207,27895106.513593316,0.009559165888527482,0.02175997000933999,0.0891311129285779,296893717.266852,11821717.266852021,0.8527777777777779,0.625,0.9833333333333333,0.905982905982906,0.764431623931624,0.42725694444444445,0.5958442841880343,28.0,under-indexed support mix,0.45506410256410257,0.24583333333333332,0.25416666666666665,0.35624999999999996,13.674168583710802,11.767669581669324,0.050000000000000044,,,,,0.2770833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,37000.0,19.0,19.0,70.0,1281946000.0,19754.0,514951.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,293446000.0,0.2225731459885848,0.029375035078857303,14629.14402512588,569852.2772069576,0.2300916129974597,0.2421943343787867,0.967324028412292,0.918985766365968,0.2300916129974597,0.2421943343787867,9912534.86617583,25869065.30335188,0.007518467008874902,0.01962118839020191,0.08101423363403204,302065986.54375035,8619986.543750346,0.8458333333333333,0.5395833333333333,0.9833333333333333,0.9072916666666667,0.7450833333333333,0.42256944444444444,0.5838263888888888,35.0,under-indexed support mix,0.44937499999999997,0.2392361111111111,0.24583333333333332,0.359375,13.681770978449524,12.023642388836805,0.030000000000000027,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,37076.0,17.0,17.0,66.0,1318425000.0,20059.0,514951.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,306728000.0,0.2264892133928782,0.045262160670106244,14848.62274289587,595645.0225361248,0.2328518997102253,0.244708721863153,0.9726749649658637,0.9255461418311702,0.2328518997102253,0.244708721863153,8616807.924366236,24674170.17505598,0.006362686317347099,0.018219508470274814,0.07445385816882977,320611172.01802033,13883172.018020332,0.8423611111111112,0.7416666666666667,0.9833333333333333,0.9135416666666667,0.7879305555555557,0.4246527777777778,0.6062916666666668,34.0,growth market,0.45875000000000005,0.25,0.24375,0.3625,13.960942304153665,12.343889041246701,0.030000000000000027,,,,,0.2791666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,37061.0,15.0,15.0,64.0,1354272000.0,20657.0,514951.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,314565000.0,0.2265373450124191,0.025550324717665163,14823.288252203007,610863.9462783837,0.229928754680369,0.24176775526136748,0.9852501716339724,0.9370039638557951,0.229928754680369,0.24176775526136748,4709240.245312095,21148627.83307439,0.0033914096679499017,0.01523041024894839,0.0629960361442049,322602237.89481235,8037237.8948123455,0.8253472222222222,0.5635416666666667,0.984375,0.9197916666666667,0.7637361111111112,0.4747395833333333,0.6192378472222222,17.0,under-indexed support mix,0.525625,0.3309027777777778,0.23958333333333334,0.503125,14.251982922910951,12.416897385231788,0.030000000000000027,,,,,0.4197916666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,37168.0,17.0,17.0,64.0,1388579000.0,21221.0,514951.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,325451000.0,0.2292408906169656,0.034606520115079586,15058.809920414584,632003.8217228436,0.2323864664842299,0.2441751459485891,0.9864640315985107,0.9388379383429634,0.2323864664842299,0.2441751459485891,4465742.602996349,21202012.951752484,0.0031455758672642997,0.014934255331623514,0.06116206165703664,336713726.57797277,11262726.57797277,0.8277777777777778,0.6416666666666667,0.984375,0.9177083333333333,0.7815555555555556,0.4696180555555556,0.6255868055555556,23.0,under-indexed support mix,0.53625,0.3298611111111111,0.24583333333333332,0.475,14.561721425039817,12.51637665232084,0.030000000000000027,,,,,0.3916666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,36600.0,20.0,20.0,62.0,1419690000.0,21612.0,514951.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,321569000.0,0.2165948094408338,-0.011928062903478587,14550.633484162896,624465.2403820946,0.227228835925477,0.2374583029542716,0.9532012456018972,0.9121382859480153,0.227228835925477,0.2374583029542716,15787881.858610868,30975131.689180017,0.010634026484643178,0.020863493513437775,0.08786171405198473,317733304.7401913,-3835695.259808719,0.8586805555555556,0.09895833333333333,0.9833333333333333,0.8979166666666667,0.6694861111111111,0.46814236111111107,0.568814236111111,41.0,under-indexed support mix,0.5085416666666667,0.30868055555555557,0.24583333333333335,0.459375,15.138306386591221,13.015541178096662,0.030000000000000027,,,,,0.3802083333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,36533.0,12.0,12.0,49.0,1484657000.0,22100.0,514951.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Personal Care,Personal Care,Personal Care,330362000.0,0.2168091007293866,0.027344053686767067,14719.390482979861,641540.6514406225,0.2302522837946029,0.24034669915904824,0.9416154192103114,0.9020681435941597,0.2302522837946029,0.24034669915904824,20483996.42289102,35865321.45680314,0.013443183065216302,0.023537598429661633,0.09793185640584035,339395436.26406777,9033436.264067769,0.8711805555555556,0.5979166666666667,0.9833333333333333,0.8989583333333333,0.7672361111111111,0.43098958333333337,0.5991128472222222,37.0,under-indexed support mix,0.48479166666666673,0.2559027777777778,0.24375,0.353125,15.331514774087587,13.378773911339831,0.040000000000000036,,,,,0.27395833333333336,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,36919.0,14.0,14.0,48.0,1523746000.0,22444.0,514951.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,19703000.0,0.0162765569006223,,1020.2464788732394,38261.8928791283,0.014584989937959,0.012844948565599689,1.1159799883207884,1.2671562534872947,0.014584989937959,0.012844948565599689,-2047665.4902414978,-4154009.932061659,-0.0016915669626633,-0.0034316083350226113,0.0,19703000.0,0.0,0.24270833333333333,0.5005208333333333,0.5927083333333333,0.18854166666666666,0.40397916666666667,0.3950520833333334,0.39951562500000004,56.0,local specialisation,0.49541666666666667,0.3687500000000001,0.40416666666666673,0.5645833333333333,13.382088013677933,11.697166452922215,0.040000000000000036,9.060507044352164,11.282540914764619,-26.09193344146719,-31.08543177274491,0.33194444444444443,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21474.0,1.0,1.0,4.0,1210514000.0,19312.0,514951.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,20032000.0,0.0156262432270938,0.016697964776937413,1014.0730991191657,38900.78861872295,0.0144858884641832,0.012769265701311741,1.0787217688255824,1.2237385917569694,0.0144858884641832,0.012769265701311741,-1461873.2268942036,-3662490.911266219,-0.0011403547629106007,-0.0028569775257820586,0.0,20366493.63041161,334493.63041161,0.24687500000000004,0.26458333333333334,0.5895833333333333,0.17841880341880342,0.3469049145299145,0.27578125,0.3113430822649572,77.0,monitor,0.45506410256410257,0.24583333333333332,0.25416666666666665,0.35624999999999996,13.674168583710802,11.767669581669324,0.050000000000000044,,,,,0.2770833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21673.0,1.0,1.0,4.0,1281946000.0,19754.0,514951.0,suppression_present
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,20551000.0,0.0155875381610633,0.02590854632587858,1024.527643451817,39908.65150276434,0.0145035383366977,0.012834132757584308,1.0747403701911,1.214537706246795,0.0145035383366977,0.012834132757584308,-1429172.4684393331,-3630158.519081909,-0.0010839998243655988,-0.002753405403478992,0.0,21083446.53554313,532446.5355431288,0.24791666666666667,0.47291666666666665,0.5885416666666666,0.18125,0.388,0.2730902777777778,0.3305451388888889,75.0,monitor,0.44937499999999997,0.2392361111111111,0.24583333333333332,0.359375,13.681770978449524,12.023642388836805,0.030000000000000027,,,,,0.2760416666666667,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22279.0,1.0,1.0,4.0,1318425000.0,20059.0,514951.0,suppression_present
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,21322000.0,0.0157442522624701,0.03751642255851295,1032.1924771263978,41405.88133628248,0.0146265647875583,0.01296006785177843,1.076414899270301,1.2148279193082785,0.0146265647875583,0.01296006785177843,-1513652.8520238474,-3770542.9902363233,-0.0011176874749118017,-0.002784184410691672,0.0,22121925.161792614,799925.1617926136,0.25052083333333336,0.65625,0.5927083333333333,0.18125,0.42789583333333336,0.2766927083333333,0.3522942708333333,73.0,monitor,0.45875000000000005,0.25,0.24375,0.3625,13.960942304153665,12.343889041246701,0.030000000000000027,,,,,0.2791666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,23605.0,1.0,1.0,4.0,1354272000.0,20657.0,514951.0,suppression_present
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,21388000.0,0.0154027966719934,0.003095394428290099,1007.8695631685595,41534.04887066925,0.0146991991277912,0.012995148552300434,1.047866386330663,1.1852728431693655,0.0146991991277912,0.012995148552300434,-977000.7743308209,-3343209.6183952168,-0.0007035975442021992,-0.0024076481196929657,0.0,21454204.29603227,66204.29603226855,0.24739583333333334,0.21666666666666667,0.5791666666666667,0.165625,0.34689583333333335,0.33025173611111114,0.3385737847222222,76.0,monitor,0.525625,0.3309027777777778,0.23958333333333334,0.503125,14.251982922910951,12.416897385231788,0.030000000000000027,,,,,0.4197916666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,24601.0,1.0,1.0,4.0,1388579000.0,21221.0,514951.0,suppression_present
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,21650000.0,0.0152498080566884,0.01224985973443049,1001.7582824356839,42042.83514353793,0.0143982236104595,0.012720276971145172,1.0591451049287963,1.198858176695464,0.0143982236104595,0.012720276971145172,-1208985.9224667512,-3591149.9868349098,-0.0008515844462289,-0.0025295310855432285,0.0,21915209.46325042,265209.463250421,0.24947916666666667,0.38125,0.5760416666666667,0.1625,0.3811041666666667,0.32504340277777777,0.35307378472222223,67.0,monitor,0.53625,0.3298611111111111,0.24583333333333332,0.475,14.561721425039817,12.51637665232084,0.030000000000000027,,,,,0.3916666666666666,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,23909.0,1.0,1.0,4.0,1419690000.0,21612.0,514951.0,suppression_present
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,21866000.0,0.0147279809410523,0.009976905311778195,989.4117647058823,42462.29252880371,0.0139887944507267,0.012393159573667604,1.0528413290315521,1.1883959738843042,0.0139887944507267,0.012393159573667604,-1097438.3971674517,-3466408.886837378,-0.0007391864903256006,-0.0023348213673846964,0.0,22084155.011547342,218155.01154734194,0.24531249999999996,0.34270833333333334,0.5541666666666667,0.14791666666666667,0.35972916666666666,0.3148003472222222,0.33726475694444447,72.0,monitor,0.5085416666666667,0.30868055555555557,0.24583333333333335,0.459375,15.138306386591221,13.015541178096662,0.030000000000000027,,,,,0.3802083333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,22654.0,1.0,1.0,4.0,1484657000.0,22100.0,514951.0,suppression_present
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Capacity Building,Plan Management,Plan Management,Plan Management,21866000.0,0.0143501607223251,0.0,974.2470147923722,42462.29252880371,0.0136637324419707,0.012109987700199097,1.0502372454429734,1.1849855736921329,0.0136637324419707,0.012109987700199097,-1045942.3464769162,-3413454.681772426,-0.0006864282803544005,-0.0022401730221260022,0.0,21866000.0,0.0,0.24635416666666668,0.1046875,0.5447916666666667,0.13958333333333334,0.30404166666666665,0.2747829861111111,0.2894123263888889,78.0,monitor,0.48479166666666673,0.2559027777777778,0.24375,0.353125,15.331514774087587,13.378773911339831,0.040000000000000036,,,,,0.27395833333333336,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,21022.0,1.0,1.0,4.0,1523746000.0,22444.0,514951.0,suppression_present
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Shared Accommodation Supports,Shared Accommodation Supports,Shared Accommodation Supports,387581000.0,0.3201788661675949,,20069.438690969346,752656.0779569319,0.2590275170363244,0.24478997105976122,1.2360805131089414,1.3079737898634285,0.2590275170363244,0.24478997105976122,-74024564.24229085,-91259312.97256422,-0.061151349131270516,-0.07538889510783367,0.0,387581000.0,0.0,0.24270833333333333,0.5005208333333333,0.9927083333333333,0.9885416666666667,0.6439791666666668,0.3950520833333334,0.5195156250000001,60.0,local specialisation,0.49541666666666667,0.3687500000000001,0.40416666666666673,0.5645833333333333,13.382088013677933,11.697166452922215,0.040000000000000036,9.060507044352164,11.282540914764619,-26.09193344146719,-31.08543177274491,0.33194444444444443,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,9300.0,10.0,10.0,49.0,1210514000.0,19312.0,514951.0,suppression_present
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Northern Adelaide,Northern Adelaide,Major Cities of Australia,Core,Shared Accommodation Supports,Shared Accommodation Supports,Shared Accommodation Supports,425939000.0,0.3322597051669883,0.09896769965503993,21562.1646248861,827144.7186237137,0.2613090268963247,0.24800479202680206,1.2715201962724905,1.3397309884684838,0.2613090268963247,0.24800479202680206,-90954938.20636415,-108010248.88040918,-0.07095067827066359,-0.08425491314018621,0.0,468093203.02336806,42154203.02336806,0.24687500000000004,0.9302083333333333,0.9927083333333333,0.9914529914529915,0.7232617521367521,0.27578125,0.49952150106837606,65.0,growth market,0.45506410256410257,0.24583333333333332,0.25416666666666665,0.35624999999999996,13.674168583710802,11.767669581669324,0.050000000000000044,,,,,0.2770833333333333,Benchmark opportunity index,"Atlas benchmark fields compare each service area with the national service-area median for the same quarter. The map colour uses utilisation delta from the national median, where higher utilisation is greener and lower utilisation is redder.",Above national median,9460.0,11.0,11.0,49.0,1281946000.0,19754.0,514951.0,suppression_present
