quarter,quarter_label,quarter_end_date,geography_type,geography_code,geography_name,state,remoteness,population_count,participant_count,funded_plan_count,participants_per_1000,funded_plans_per_1000,participant_growth_rate,funded_plan_growth_rate,mean_plan_funding,median_plan_funding,committed_supports,payment_amount,payments_per_funded_plan,payments_per_participant,payments_per_1000_population,funding_conversion_rate,unspent_committed_funding,unspent_funding_per_funded_plan,mean_plan_utilisation,benchmark_national_funded_plans_per_1000,benchmark_national_mean_plan_utilisation,benchmark_national_mean_plan_funding,benchmark_national_payments_per_funded_plan,benchmark_remoteness_funded_plans_per_1000,benchmark_remoteness_mean_plan_utilisation,benchmark_remoteness_mean_plan_funding,benchmark_remoteness_payments_per_funded_plan,funded_plans_per_1000_gap_from_national,mean_plan_utilisation_gap_from_national,mean_plan_funding_gap_from_national,payments_per_funded_plan_gap_from_national,funded_plans_per_1000_gap_from_remoteness,mean_plan_utilisation_gap_from_remoteness,mean_plan_funding_gap_from_remoteness,payments_per_funded_plan_gap_from_remoteness,active_provider_count,registered_provider_count,funded_plans_per_active_provider,participants_per_active_provider,active_providers_per_1000_funded_plans,provider_growth_rate,payment_growth_rate,plan_value_growth_rate,supply_response_gap,funding_conversion_gap,funded_plan_volume_score,funded_plan_density_score,payment_intensity_score,unspent_funding_score,utilisation_gap_score,funded_plan_coverage_gap_score,mean_plan_funding_gap_score,payment_intensity_gap_score,provider_load_score,growth_pressure_score,funding_conversion_gap_score,underfunded_advocacy_score,utilisation_barrier_score,underserviced_provider_score,business_opportunity_score,advocacy_opportunity_score,combined_opportunity_score,opportunity_rank,opportunity_segment,opportunity_reading_note,market_density_indicator_note,population_reference_year,population_method,reliability_flag
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Far North (SA),Far North (SA),SA,Very Remote Australia,24414.0,651.0,651.0,26.665028262472354,26.665028262472354,0.01718749999999991,0.01718749999999991,90000.0,43800.0,58590000.0,33048000.0,50764.97695852535,50764.976958525345,1353649.545342836,0.5640552995391706,25542000.0,39235.023041474655,0.62,26.957763247112997,0.7465297732931997,82492.94748629373,60067.7940397898,28.799988448237272,0.6997169488821533,91472.6178809909,62312.67804644591,0.2927349846406386,0.1265297732931997,-7507.052513706265,9302.817081264446,2.1349601857649176,0.07971694888215325,1472.6178809909034,11547.701087920555,,,,,,,0.024267782426778295,0.034482758620689724,,0.43594470046082945,0.0625,0.43037974683544306,0.2125,0.9,0.95,0.6125,0.575,0.8625,,0.50625,0.925,0.6833333333333332,0.9250000000000002,0.7281249999999999,0.565625,0.7788194444444444,0.6722222222222223,6.0,under-funded and under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Far North (SA),Far North (SA),SA,Very Remote Australia,24414.0,,668.0,,27.361350045056117,,0.02611367127496167,88000.0,,58784000.0,32910000.0,49266.467065868266,,1347997.0508724502,0.5598462166575939,25874000.0,38733.532934131734,0.6,27.40732028960876,0.7506086859240299,84432.45028614352,60802.47507148593,29.255495455759704,0.6998867027124044,93888.60969645302,63068.60655553811,0.0459702445526488,0.15060868592402984,-3567.5497138564824,11536.008005617667,1.8941454107035904,0.09988670271240435,5888.609696453015,13802.13948966984,,,,,,,-0.004175744371822776,-0.022222222222222254,,0.44015378334240607,0.0625,0.43037974683544306,0.175,0.8875,0.9625,0.5625,0.75625,0.925,,0.50625,0.925,0.7479166666666668,0.9250000000000002,0.734375,0.556875,0.8024305555555556,0.6796527777777779,4.0,under-funded and under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Far North (SA),Far North (SA),SA,Very Remote Australia,24414.0,,742.0,,30.39239780453838,,0.11077844311377238,92000.0,,68264000.0,36890000.0,49716.981132075474,,1511018.2682067666,0.5404019688269073,31374000.0,42283.018867924526,0.62,27.77839830958376,0.7514285432706143,85151.38506175322,62192.49868267691,29.615831690817068,0.7017884845529896,94950.29032401046,64775.29808075883,-2.613999494954623,0.1314285432706143,-6848.614938246785,12475.517550601435,-0.7765661137213122,0.08178848455298962,2950.2903240104642,15058.316948683358,,,,,,,0.12093588574901237,0.045454545454545414,,0.4595980311730927,0.0625,0.5443037974683544,0.1875,0.9125,0.95625,0.26875,0.6375,0.9375,,0.50625,0.95,0.6145833333333334,0.9395833333333332,0.73125,0.5666666666666667,0.7618055555555555,0.664236111111111,7.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Far North (SA),Far North (SA),SA,Very Remote Australia,24414.0,,733.0,,30.023756860817564,,-0.0121293800539084,92000.0,,67436000.0,35931000.0,49019.09959072305,,1471737.5276480706,0.5328162998991637,31505000.0,42980.90040927695,0.6,28.253214646769933,0.7386029448813405,85151.81887829916,62709.42778038322,29.935474216268688,0.6915735929312197,94840.2069766932,65463.76811594203,-1.77054221404763,0.13860294488134045,-6848.181121700836,13690.32818966017,-0.088282644548876,0.09157359293121971,2840.2069766931963,16444.668525218978,,,,,,,-0.025996204933586342,0.0,,0.4671837001008363,0.0625,0.4936708860759494,0.1875,0.9375,0.95625,0.26875,0.6125,0.9375,,0.50625,0.95,0.6062500000000001,0.9479166666666666,0.73125,0.5733333333333333,0.7618055555555555,0.6675694444444444,6.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,920.0,920.0,31.171647353798196,31.1716473537982,,,87000.0,41000.0,80040000.0,45007000.0,48920.65217391304,48920.65217391304,1524937.3178830384,0.5623063468265868,35033000.0,38079.34782608696,0.67,24.12050932082575,0.774810548394224,79559.82881407744,60116.50993792392,24.02634249609882,0.7224571363687976,79668.8997388441,54482.11649824004,-7.051138032972446,0.104810548394224,-7440.171185922562,11195.857764010878,-7.145304857699376,0.05245713636879756,-7331.100261155894,5561.464324326997,98.0,409.0,9.387755102040817,9.387755102040817,106.52173913043478,,,,,0.43769365317341324,0.075,0.8607594936708861,0.2125,0.9125,0.85,0.24375,0.25625,0.6875,0.125,0.50625,0.9375,0.3958333333333333,0.9,0.49374999999999997,0.51875,0.5965277777777778,0.5576388888888889,28.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,953.0,953.0,32.28976079148878,32.28976079148878,0.035869565217391264,0.035869565217391264,91000.0,41700.0,86723000.0,46749000.0,49054.56453305351,49054.56453305351,1583960.1545029478,0.5390611487148738,39974000.0,41945.43546694649,0.67,24.68676284471637,0.7773084731227313,81027.36890354347,60498.99233345409,24.7574722552625,0.7261652892561983,82596.36363636363,55098.732782369145,-7.602997946772415,0.10730847312273127,-9972.631096456535,11444.427800400576,-7.532288536226282,0.05616528925619832,-8403.636363636368,6044.168249315633,,,,,,,0.0387050903192836,0.04597701149425282,,0.46093885128512624,0.0641025641025641,0.8441558441558441,0.19230769230769232,0.95,0.8875,0.26875,0.2625,0.7,,0.50625,0.9625,0.41041666666666665,0.9333333333333332,0.6968749999999999,0.5673237179487179,0.6802083333333333,0.6237660256410256,13.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,960.0,960.0,32.526936369180724,32.526936369180724,0.007345225603357708,0.007345225603357708,93000.0,42900.0,89280000.0,50130000.0,52218.75,52218.75,1698515.958528156,0.561491935483871,39150000.0,40781.25,0.66,25.27144981343164,0.7784608418203379,82439.3926044259,61164.480098449734,25.15304619212344,0.7224088937093275,83827.87418655098,56104.77223427332,-7.255486555749087,0.11846084182033792,-10560.607395574101,8945.730098449734,-7.373890177057284,0.062408893709327486,-9172.12581344902,3886.0222342733177,,,,,,,0.07232240261823786,0.0219780219780219,,0.438508064516129,0.075,0.8227848101265823,0.3,0.925,0.95,0.25625,0.25625,0.625,,0.50625,0.9375,0.37916666666666665,0.9375,0.7281249999999999,0.593125,0.6815972222222223,0.6373611111111112,11.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,977.0,977.0,33.1029342007183,33.1029342007183,0.017708333333333437,0.017708333333333437,94000.0,43400.0,91838000.0,48869000.0,50019.44728761515,50019.44728761515,1655790.4723182218,0.5321217796554804,42969000.0,43980.55271238485,0.63,26.153554026565185,0.7601002932313932,82459.7494204458,60716.14056683959,25.966018834775586,0.705875183862156,83531.09897037192,55810.77957554108,-6.9493801741531165,0.1301002932313932,-11540.250579554195,10696.69327922444,-7.136915365942716,0.07587518386215591,-10468.901029628076,5791.3322879259285,,,,,,,-0.0251545980450828,0.010752688172043001,,0.46787822034451965,0.075,0.7721518987341772,0.1875,0.925,0.9625,0.25625,0.25,0.7,,0.50625,0.95,0.4020833333333333,0.9458333333333334,0.734375,0.5735416666666667,0.6940972222222221,0.6338194444444445,13.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,992.0,992.0,33.611167581486754,33.611167581486754,0.01535312180143289,0.01535312180143289,95000.0,43100.0,94240000.0,51541000.0,51956.65322580645,51956.653225806454,1746323.778545775,0.5469121392190153,42699000.0,43043.346774193546,0.64,26.957763247112997,0.7465297732931997,82492.94748629373,60067.7940397898,26.680780017241567,0.6975378323108384,85021.06339468302,55637.83231083844,-6.653404334373761,0.10652977329319968,-12507.052513706265,8111.140813983351,-6.930387564245187,0.05753783231083844,-9978.93660531698,3681.179085031996,,,,,,,0.054676788966420364,0.010638297872340496,,0.45308786078098473,0.075,0.7468354430379747,0.3,0.925,0.925,0.25625,0.24375,0.625,,0.50625,0.95,0.375,0.9333333333333332,0.715625,0.5897916666666665,0.6746527777777777,0.632222222222222,12.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,,1007.0,,34.1194009622552,,0.015120967741935498,98000.0,,98686000.0,54521000.0,54142.00595829196,,1847292.8101917736,0.5524694485539996,44165000.0,43857.99404170804,0.65,27.40732028960876,0.7506086859240299,84432.45028614352,60802.47507148593,27.089994434683923,0.7040251762336355,86631.31923464249,56813.29305135952,-6.712080672646437,0.10060868592402984,-13567.549713856482,6660.469113193976,-7.029406527571275,0.05402517623363551,-11368.680765357509,2671.2870930675635,,,,,,,0.05781804776779653,0.03157894736842115,,0.4475305514460004,0.075,0.7341772151898734,0.35,0.925,0.9,0.25625,0.25625,0.5875,,0.50625,0.9375,0.3666666666666667,0.9208333333333334,0.703125,0.5947916666666666,0.6635416666666667,0.6291666666666667,13.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,,1019.0,,34.525987666869966,,0.011916583912611634,98000.0,,99862000.0,56594000.0,55538.7634936212,,1917530.663413973,0.5667220764655224,43268000.0,42461.2365063788,0.65,27.77839830958376,0.7514285432706143,85151.38506175322,62192.49868267691,27.289145451172534,0.7043007097870638,87268.51944416676,58336.399080275914,-6.747589357286209,0.10142854327061429,-12848.614938246785,6653.735189055711,-7.236842215697433,0.054300709787063826,-10731.480555833245,2797.6355866547165,,,,,,,0.03802204655087027,0.0,,0.4332779235344776,0.075,0.7341772151898734,0.3375,0.925,0.9,0.26875,0.25,0.5875,,0.50625,0.925,0.3687500000000001,0.9166666666666666,0.703125,0.5914583333333333,0.6628472222222223,0.6271527777777778,14.0,provider opportunity: under-serviced,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Far West,Far West,NSW,Remote Australia,29514.0,,1021.0,,34.593752117639085,,0.001962708537782243,96000.0,,98016000.0,59979000.0,58745.34769833497,,2032221.9963407198,0.6119307051909892,38037000.0,37254.65230166503,0.65,28.253214646769933,0.7386029448813405,85151.81887829916,62709.42778038322,27.59196412007988,0.6915315404389955,88616.37334387976,59932.27209808187,-6.340537470869151,0.08860294488134045,-10848.181121700836,3964.0800820482546,-7.001787997559205,0.04153154043899548,-7383.626656120236,1186.924399746902,,,,,,,0.0598119942043327,-0.020408163265306145,,0.38806929480901076,0.075,0.6835443037974683,0.4625,0.8875,0.825,0.26875,0.24375,0.5125,,0.50625,0.9,0.3416666666666666,0.8708333333333332,0.6656249999999999,0.5922916666666665,0.6260416666666666,0.6091666666666666,18.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,1623.0,1623.0,26.87308552032453,26.87308552032453,,,75000.0,32200.0,121725000.0,84484000.0,52054.22057917437,52054.22057917437,1398857.52131799,0.6940562743889915,37241000.0,22945.77942082563,0.74,24.12050932082575,0.774810548394224,79559.82881407744,60116.50993792392,26.8899974718611,0.7630061336695022,76355.8163924701,56667.37290379991,-2.75257619949878,0.034810548394223984,4559.828814077438,8062.289358749549,0.0169119515365707,0.023006133669502157,1355.816392470093,4613.152324625538,161.0,610.0,10.080745341614907,10.080745341614907,99.19901417128773,,,,,0.30594372561100847,0.15,0.5569620253164557,0.3,0.65,0.65,0.4875,0.56875,0.65,0.15,0.50625,0.7375,0.56875,0.6791666666666667,0.4354166666666666,0.4429166666666666,0.5611111111111111,0.5020138888888889,38.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q3,2024 Q3,2024-03-31,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,1694.0,1694.0,28.048679526450865,28.048679526450865,0.04374614910659269,0.04374614910659269,78000.0,32800.0,132132000.0,86874000.0,51283.35301062574,51283.35301062574,1438430.3336368904,0.657478884751612,45258000.0,26716.64698937426,0.74,24.68676284471637,0.7773084731227313,81027.36890354347,60498.99233345409,27.71623599286424,0.7648604023741618,77994.1725121406,56947.80441429636,-3.361916681734499,0.03730847312273127,3027.3689035434654,9215.639322828349,-0.3324435335866269,0.024860402374161764,-5.827487859394751,5664.451403670624,,,,,,,0.02828938023767824,0.040000000000000036,,0.342521115248388,0.14102564102564102,0.5584415584415584,0.28205128205128205,0.8,0.6875,0.26875,0.2625,0.6875,,0.50625,0.8375,0.40625,0.775,0.596875,0.5189903846153847,0.5927083333333333,0.5558493589743589,29.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2024Q4,2024 Q4,2024-06-30,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,1741.0,1741.0,28.826889643182383,28.826889643182383,0.02774498229043676,0.02774498229043676,80000.0,33800.0,139280000.0,90193000.0,51805.284319356695,51805.284319356695,1493385.214007782,0.6475660539919587,49087000.0,28194.71568064331,0.74,25.27144981343164,0.7784608418203379,82439.3926044259,61164.480098449734,28.31985586047522,0.7685814728943384,79139.48388848934,57480.02092208034,-3.555439829750746,0.03846084182033792,2439.3926044258988,9359.19577909304,-0.5070337827071647,0.028581472894338447,-860.5161115106603,5674.736602723642,,,,,,,0.03820475631374176,0.02564102564102555,,0.35243394600804134,0.15,0.569620253164557,0.2375,0.825,0.7625,0.25625,0.25625,0.7,,0.50625,0.8375,0.4041666666666666,0.8083333333333332,0.6343749999999999,0.5310416666666666,0.615625,0.5733333333333333,22.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q1,2025 Q1,2024-09-30,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,1826.0,1826.0,30.23429091812236,30.23429091812236,0.04882251579551977,0.04882251579551977,81000.0,34000.0,147906000.0,93385000.0,51141.84008762322,51141.84008762322,1546237.2712972928,0.6313807418225089,54521000.0,29858.15991237678,0.72,26.153554026565185,0.7601002932313932,82459.7494204458,60716.14056683959,29.378540729741957,0.749585874550338,79082.76206451863,56908.5598208139,-4.080736891557173,0.04010029323139321,1459.7494204458053,9574.30047921637,-0.8557501883804051,0.029585874550337933,-1917.2379354813747,5766.719733190679,,,,,,,0.03539077311986527,0.012499999999999956,,0.3686192581774911,0.15,0.6075949367088608,0.2375,0.8375,0.725,0.25625,0.25,0.6875,,0.50625,0.8625,0.3979166666666667,0.8083333333333332,0.615625,0.5297916666666667,0.6072916666666667,0.5685416666666667,24.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q2,2025 Q2,2024-12-31,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,1895.0,1895.0,31.376769600132462,31.376769600132462,0.037787513691128094,0.037787513691128094,81000.0,33900.0,153495000.0,97598000.0,51502.902374670186,51502.902374670186,1615994.7015481414,0.6358383009218541,55897000.0,29497.097625329814,0.7,26.957763247112997,0.7465297732931997,82492.94748629373,60067.7940397898,30.345785307596167,0.7338446519006651,79096.43428753808,56188.57394969421,-4.419006353019469,0.04652977329319967,1492.947486293735,8564.891665119612,-1.0309842925362958,0.033844651900665074,-1903.5657124619174,4685.6715750240255,,,,,,,0.04511431172029767,0.0,,0.3641616990781459,0.1625,0.6075949367088608,0.2625,0.825,0.775,0.25625,0.24375,0.675,,0.50625,0.8375,0.39166666666666666,0.8125,0.640625,0.540625,0.6149305555555555,0.5777777777777777,20.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
2025Q3,2025 Q3,2025-03-31,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,,1944.0,,32.188095040980215,,0.02585751978891815,82000.0,,159408000.0,100843000.0,51873.97119341564,,1669724.3149267323,0.6326094047977516,58565000.0,30126.028806584363,0.7,27.40732028960876,0.7506086859240299,84432.45028614352,60802.47507148593,30.943280669707555,0.735953040708486,80949.4227901239,56650.43820079907,-4.780774751371453,0.050608685924029825,2432.4502861435176,8928.503878070296,-1.2448143712726605,0.035953040708485984,-1050.5772098760935,4776.467007383435,,,,,,,0.03324863214410123,0.012345679012345734,,0.36739059520224837,0.1625,0.620253164556962,0.2625,0.7875,0.80625,0.25625,0.25625,0.65,,0.50625,0.8125,0.3875,0.8020833333333334,0.65625,0.5341666666666667,0.6152777777777778,0.5747222222222222,19.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2025Q4,2025 Q4,2025-06-30,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,,1969.0,,32.602036592433144,,0.012860082304526843,85000.0,,167365000.0,107104000.0,54395.12442864398,,1773391.8370726053,0.639942640336988,60261000.0,30604.875571356017,0.7,27.77839830958376,0.7514285432706143,85151.38506175322,62192.49868267691,31.40646420190928,0.7357142727569568,81348.30207161774,57871.566955701484,-4.823638282849387,0.05142854327061428,151.38506175321527,7797.374254032926,-1.1955723905238678,0.03571427275695683,-3651.6979283822584,3476.442527057501,,,,,,,0.062086609878722276,0.03658536585365857,,0.360057359663012,0.1625,0.6455696202531646,0.2875,0.8125,0.8125,0.26875,0.25,0.625,,0.50625,0.8125,0.38125000000000003,0.8125,0.659375,0.546875,0.6177083333333334,0.5822916666666667,21.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2026Q1,2026 Q1,2025-09-30,ndia_service_area,Fleurieu and Kangaroo Island,Fleurieu and Kangaroo Island,SA,Inner Regional Australia,60395.0,,2013.0,,33.33057372299032,,0.022346368715083775,85000.0,,171105000.0,111089000.0,55185.79234972678,,1839374.1203742032,0.6492446158791385,60016000.0,29814.207650273223,0.7,28.253214646769933,0.7386029448813405,85151.81887829916,62709.42778038322,32.03344264863498,0.7233427743146025,81102.38055009648,58210.68357447111,-5.077359076220382,0.038602944881340445,151.81887829916377,7523.635430656446,-1.2971310743553346,0.023342774314602507,-3897.619449903519,3024.891224744337,,,,,,,0.03720682700926203,0.0,,0.3507553841208615,0.1625,0.6455696202531646,0.3,0.8125,0.65625,0.26875,0.24375,0.5875,,0.50625,0.825,0.3666666666666667,0.7645833333333334,0.58125,0.5241666666666667,0.5708333333333334,0.5475000000000001,25.0,monitor,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,funded_plan_context_only
2024Q2,2024 Q2,2023-12-31,ndia_service_area,Goldfields-Esperance,Goldfields-Esperance,WA,Very Remote Australia,58079.0,959.0,959.0,16.511992286368567,16.511992286368567,,,98000.0,39500.0,93982000.0,53846000.0,56148.070907195,56148.070907195,927116.5137140792,0.5729394990530101,40136000.0,41851.929092805,0.67,24.12050932082575,0.774810548394224,79559.82881407744,60116.50993792392,26.179182279595977,0.7299395777967206,87236.47395075967,60770.62127062127,7.608517034457183,0.104810548394224,-18440.17118592256,3968.4390307289214,9.66718999322741,0.059939577796720586,-10763.526049240332,4622.550363426271,110.0,348.0,8.718181818181819,8.718181818181819,114.70281543274244,,,,,0.4270605009469899,0.0875,0.0759493670886076,0.475,0.9375,0.89375,0.9875,0.25625,0.6625,0.1125,0.50625,0.925,0.6354166666666666,0.9187500000000001,0.5041666666666668,0.5845833333333335,0.6861111111111112,0.6353472222222223,8.0,advocacy watchlist,"Proxy score from public NDIA service-area data. It combines benchmark gaps, utilisation friction, unspent committed funding and provider-activity indicators; it is a triage signal, not proof of unmet need.",supply_response_gap is participant growth minus provider growth; it is not a provider caseload measure.,2025,static 2025 ERP denominator from local processed file; quarterly interpolation unavailable without annual series,derived_from_local_curated_source
