reporting_quarter,ndis_service_area,remoteness_category,population_2025_erp,funded_plans_per_1000_population_2025_erp,population_denominator_method,funded_plans_count,sdac_national_disability_per_1000_2022,funded_plans_per_1000_population_minus_sdac_national_per_1000,mean_plan_funding,median_plan_funding,mean_plan_utilisation,median_plan_utilisation,sdac_benchmark_use,sdac_benchmark_source,people_with_disability_count,people_with_disability_per_1000,funded_plans_per_1000,sdac_national_disability_rate_2022,historical_o2_total_active_participants,average_payments,median_payments,historical_o1_source_file,historical_o2_source_file,historical_q_source_file,historical_data_source,historical_measure_note
2023Q1,Western Adelaide,Major Cities of Australia,197388.0,22.70654751048696,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",4482.0,214.0,-191.29345248951304,76400.0,31500.0,74.41548125268118,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,22.70654751048696,0.214,4482.0,61100.0,17000.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Western District,Outer Regional Australia,153831.0,27.8422424608824,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",4283.0,214.0,-186.1577575391176,70000.0,32200.0,69.94406998351613,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,27.8422424608824,0.214,4283.0,51300.0,15500.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Western Melbourne,Major Cities of Australia,864515.0,17.842374047876554,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",15425.0,214.0,-196.15762595212345,65500.0,27500.0,72.4768173155297,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,17.842374047876554,0.214,15425.0,50200.0,15400.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Western NSW,Outer Regional Australia,289419.0,26.01764224187078,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",7530.0,214.0,-187.9823577581292,79900.0,32900.0,68.63151847975008,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,26.01764224187078,0.214,7530.0,58400.0,16000.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Western Sydney,Major Cities of Australia,1207980.0,17.803274888657096,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",21506.0,214.0,-196.1967251113429,75900.0,26000.0,80.13329529062186,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,17.803274888657096,0.214,21506.0,65300.0,19500.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Wheat Belt,Outer Regional Australia,81725.0,14.65891710003059,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",1198.0,214.0,-199.34108289996945,61800.0,34800.0,59.38311055296171,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,14.65891710003059,0.214,1198.0,36900.0,13400.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q1,Yorke and Mid North,Outer Regional Australia,79930.0,25.00938321030902,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",1999.0,214.0,-188.990616789691,61500.0,28800.0,67.64813393125328,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,25.00938321030902,0.214,1999.0,46100.0,13500.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix O Supplement 2022-23 Q3 (XLSB 100.61KB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Appendix Q Supplement 2022-23 Q3 (XLSB 36.24KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Adelaide Hills,Inner Regional Australia,87986.0,23.24233400768304,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",2045.0,214.0,-190.75766599231696,57800.0,22900.0,75.19621935519362,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,23.24233400768304,0.214,2045.0,46300.0,12100.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Barkly,Very Remote Australia,7448.0,19.199785177228787,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",143.0,214.0,-194.8002148227712,128700.0,42100.0,71.96805897160884,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,19.199785177228787,0.214,143.0,81400.0,15300.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,"Barossa, Light and Lower North",Inner Regional Australia,83434.0,31.39008078241484,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",2619.0,214.0,-182.6099192175852,54800.0,22500.0,73.13750675713263,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,31.39008078241484,0.214,2619.0,41600.0,11200.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Barwon,Inner Regional Australia,360843.0,30.849981848061347,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",11132.0,214.0,-183.15001815193864,72500.0,34000.0,71.80612397318816,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,30.849981848061347,0.214,11132.0,55800.0,16800.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Bayside Peninsula,Major Cities of Australia,985059.0,20.021135789835935,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",19722.0,214.0,-193.9788642101641,77600.0,39200.0,73.22689645736469,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,20.021135789835935,0.214,19722.0,61500.0,20100.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Beenleigh,Major Cities of Australia,576346.0,24.90691355539901,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",14355.0,214.0,-189.093086444601,72100.0,24800.0,77.77429179616067,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,24.90691355539901,0.214,14355.0,60300.0,15200.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Brimbank Melton,Major Cities of Australia,429748.0,25.752301348697376,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",11067.0,214.0,-188.2476986513026,63900.0,25000.0,73.70465627940054,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,25.752301348697376,0.214,11067.0,52600.0,15100.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Brisbane,Major Cities of Australia,1375301.0,17.394737588353387,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",23923.0,214.0,-196.6052624116466,78000.0,34500.0,75.38705392478428,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,17.394737588353387,0.214,23923.0,65200.0,18800.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Bundaberg,Inner Regional Australia,107297.0,34.334603949784245,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",3684.0,214.0,-179.66539605021575,73700.0,31900.0,75.13574736078385,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,34.334603949784245,0.214,3684.0,58600.0,15000.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Caboolture/Strathpine,Inner Regional Australia,532445.0,26.60932115054137,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",14168.0,214.0,-187.39067884945865,74200.0,26700.0,76.5644324296664,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,26.60932115054137,0.214,14168.0,61000.0,16400.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Cairns,Very Remote Australia,305342.0,21.29415540606926,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",6502.0,214.0,-192.70584459393075,89400.0,39600.0,74.23155081839168,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,21.29415540606926,0.214,6502.0,69300.0,18800.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Central Australia,Very Remote Australia,42023.0,21.940365990053067,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",922.0,214.0,-192.05963400994693,196100.0,64800.0,76.64834386407784,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,21.940365990053067,0.214,922.0,164200.0,39400.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Central Coast,Inner Regional Australia,357816.0,28.88635499809958,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",10336.0,214.0,-185.1136450019004,68800.0,24700.0,76.66606693398376,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,28.88635499809958,0.214,10336.0,57000.0,16600.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Central Highlands,Inner Regional Australia,226453.0,28.257519220323864,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",6399.0,214.0,-185.74248077967613,69400.0,27700.0,72.03095454881728,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,28.257519220323864,0.214,6399.0,53000.0,13500.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Central North Metro,Major Cities of Australia,445921.0,13.462025784836326,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",6003.0,214.0,-200.53797421516367,94400.0,43900.0,71.97411066246048,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,13.462025784836326,0.214,6003.0,71700.0,23500.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Central South Metro,Major Cities of Australia,407579.0,16.188272702960653,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",6598.0,214.0,-197.8117272970393,78400.0,34700.0,71.37569272878376,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,16.188272702960653,0.214,6598.0,57700.0,19400.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Darwin Remote,Very Remote Australia,24823.0,19.90089836039157,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",494.0,214.0,-194.0991016396084,69200.0,47100.0,54.77706035139672,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,19.90089836039157,0.214,494.0,43300.0,20800.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
2023Q2,Darwin Urban,Outer Regional Australia,160196.0,20.85570176533746,"Static denominator: ABS Regional Population 2024-25 LGA ERP at 30 June 2025, aggregated to NDIA service district using Service District to LGA 2021 mapping. It is not an official quarterly service-area population estimate.",3341.0,214.0,-193.14429823466253,102900.0,26200.0,78.66464535383588,,National broad-disability context only. Do not use as local service-area denominator for funded plans.,"ABS Survey of Disability, Ageing and Carers 2022. Broad national disability prevalence: 21.4% of Australians. Used as national context only, not as a local denominator.",,,20.85570176533746,0.214,3341.0,93600.0,25300.0,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement O 2022-23 Q4 (XLSB 1.8 MB).xlsx,data\raw\ndis_historical_2019_2024\quarterly_supplements\Supplement Q 2022-23 Q4 (XLSB 39 KB).xlsx,NDIA quarterly supplement O/Q service-district tables,"Historical rows extracted from Supplement/Appendix O and Q. Funding uses average annualised committed supports. Utilisation uses Q.1 Total (Total), converted to percentage points."
